,id,event,source,text,lang,lang_conf,class_label
552,503643353146064896,2014_california_earthquake,crisisnlp-cf,"RT @EdJoyce: #NapaQuake ruptures water mains &amp; gas lines, 3 critically injured; fires, damaged buildings. http://t.co/tvzKvV7WOc http://t.câ€¦",en,,informative
556,591903342026096640,2015_nepal_earthquake,crisisnlp-cf,RT @BBCBreaking: The Queen is shocked by appalling loss of life in #NepalEarthquake &amp; sends prayers to victims - Buckingham Palace http:/‰Û_,en,,informative
565,591902734023987200,2015_nepal_earthquake,crisisnlp-cf,RT @Thekkapoor: T946- @InfoMumbai To search someone missing in #Kathmandu after #NepalEarthquake text his/her name to +919773300000 @SrBach‰Û_,en,,informative
566,498499864784019458,2014_india_floods,crisisnlp-cf,Landslides and floods in Nepal and India kill 109 - The Age http://t.co/h6fAjHg4vV,en,1.0,informative
569,591903069866078208,2015_nepal_earthquake,crisisnlp-cf,RT @OCHAAsiaPac: Humanitarian Response info page for #NepalQuake Helping responders to coordinate on the ground http://t.co/kr1u0APrvj http‰Û_,en,,informative
572,451187950886203392,2014_chile_earthquake,crisisnlp-cf,RT @earthskyscience: Near real-time animation of tsunami from April 1 earthquake off Chile. Amazing to see waves move across Pacific! http:äó_,en,1.0,informative
575,451189118223929346,2014_chile_earthquake,crisisnlp-cf,"@5SOS there was a big earthquake and tsunami warning here in Chile, I beg you to please pray for usä»ç we are very worried #PrayForChile 143",en,1.0,informative
576,591902763287642112,2015_nepal_earthquake,crisisnlp-cf,RT @humanityfirstuk: HF #medical team of 12 from UK arriving in Delhi this morning. Team from USA on standby. #NepalQuake,en,,informative
593,498503441862635522,2014_india_floods,crisisnlp-cf,"#flood #disaster Monsoon Floods Hit North India, 28 Dead, Thousands Displaced: Floods triggered by heavy rains... http://t.co/4KY0WPpaoU",en,1.0,informative
595,498506210669121536,2014_india_floods,crisisnlp-cf,RT @NewIndianXpress: Slow Receding Water Add to Woes of #Flood-Hit People in #Odisha http://t.co/xRI1B0ysnM,en,1.0,informative
597,591903099222151168,2015_nepal_earthquake,crisisnlp-cf,RT @DevirupaM: Russian foreign ministry @mfa_russia thanks India for evacuating its nationals. #NepalEarthquake http://t.co/OgcawYbdls,en,,informative
598,591902761865719808,2015_nepal_earthquake,crisisnlp-cf,RT @PDChina: 25 of 200 Chinese stranded in a hydropower station in #Nepal were airlifted to safety on Tues by Chinese helicopter. http://t.‰Û_,en,,informative
603,575797591322943488,2015_vanuatu_cyclone,crisisnlp-cf,At least six people killed in #Vanuatu after severe category 5 #CyclonePam - according to @OxfamAustralia,en,,informative
606,591902956074610688,2015_nepal_earthquake,crisisnlp-cf,Google launches Person Finder after Nepal Earthquake - Maine News - http://t.co/BGkAkGrXhW - #technews,en,,informative
607,503643675730407424,2014_california_earthquake,crisisnlp-cf,RT @Lotti_Luke: Californians risk not having earthquake insurance and instead using money for other purchases...#siecon4 http://t.co/47OfyQâ€¦,en,,informative
610,503645611871051776,2014_california_earthquake,crisisnlp-cf,"First time I've ever said aw, poor friend in napa #earthquake #winecountry",en,,informative
621,451189430943240192,2014_chile_earthquake,crisisnlp-cf,#PrayForChile Pls stay safe and pray,en,1.0,informative
630,503645576542433280,2014_california_earthquake,crisisnlp-cf,RT @News24lHOT: California USA Fullerton http://t.co/DUOelPVf2U #earthquake BREAKING NEWS 744 earthquake 6.0 earthquake jolts Bay Area damaâ€¦,en,,informative
636,575764214414880768,2015_vanuatu_cyclone,crisisnlp-cf,RT @GaiLuronNicky: @matthewturnerAU @jeremy_carrigan @MatthewStuart @papuzzo200 @godschild777201 @charles_oster #prayforqueensland Cyclone ‰Û_,en,,informative
637,451187882288349184,2014_chile_earthquake,crisisnlp-cf,RT @Hanna_JKT48: #ChileEarthquake stay safe :),en,0.7438390851020813,informative
638,503643572307255296,2014_california_earthquake,crisisnlp-cf,RT @twaimz: THERE'S ANOTHER PREDICTED EARTHQUAKE SOON IM GUNNA CRY LIKE CAN I JUST ESCAPE CALIFORNIA WITH A LLAMA,en,,informative
639,498505847207886849,2014_india_floods,crisisnlp-cf,@Furtive_Glances A5) Manu was said to have survived a great flood which gave rise to Manali. #IndiaUnveiled http://t.co/OGgXxj1zkO,en,1.0,informative
640,591902779888652288,2015_nepal_earthquake,crisisnlp-cf,RT @MicrosoftASIA: Our thoughts and prayers are with all of those impacted by the earthquake in #Nepal and their friends and family at this‰Û_,en,,informative
650,382829840254377985,2013_pakistan_earthquake,crisisnlp-cf,"#Earthquake at 112km WSW of Puerto Madero, Mexico 4.4 M. Detph 39.1 Km. - 2013-09-26 09:57:19 UTC http://t.co/FfBRSt0YOT",en,0.9822362661361694,informative
652,382834562285334528,2013_pakistan_earthquake,crisisnlp-cf,RT @LuluLAngeles: RT@AnonymousBaluch 150 trucks carrying supplies 4 #Balochistan earthquake vics stopped by #Pakistan SecurityForces-LocalNâ€¦,en,0.9454824328422546,informative
661,591903125205688320,2015_nepal_earthquake,crisisnlp-cf,@NeoBlackFolks How To Make Free Calls To And From Nepal: After the devastating earthqu... http://t.co/JmgHYvXa1w #NeoBlack.Com,en,,informative
667,591902790559145985,2015_nepal_earthquake,crisisnlp-cf,My friend is in Red Cross and currently in Nepal helping out the locals. The locals are staying strong and smiling. http://t.co/EKivMFNOLa,en,,informative
671,451190310849114112,2014_chile_earthquake,crisisnlp-cf,RT @RYOTnews: Breaking: Massive 8.0 earthquake strikes Chile triggering Tsunami alert http://t.co/EMVeDTQaIp,en,1.0,informative
673,591903294223585280,2015_nepal_earthquake,crisisnlp-cf,"RT @SouleFacts: In Sindhupalchok alone, death reaches 1,300. 90% homes destroyed, desperate wait for help. https://t.co/OVcstUHoav  #NepalE‰Û_",en,,informative
675,498508294797799424,2014_india_floods,crisisnlp-cf,Flood Fury : Why isn't it TOP NEWS #INDIA ? Waiting for some sponsors?,en,1.0,informative
676,382824739473227776,2013_pakistan_earthquake,crisisnlp-cf,"RT @q_nida: 300,000+ people have been affected over five districts; Awaran, Panjgur, Chaghi, Khuzdar and Gwadar. Deaths: 358 Wounded: 530. â€¦",en,1.0,informative
681,498497830991179777,2014_india_floods,crisisnlp-cf,http://t.co/Jh9RReRXgf Flood like situation in Jaipur's sub-urb @INSubcontinent #INSubcontinent #India http://t.co/g8a2bcCPqV,en,1.0,informative
685,451188859838005248,2014_chile_earthquake,crisisnlp-cf,#readingnow #news Chile Rocked Again by Powerful Earthquake http://t.co/JQIhcbBIyq http://t.co/rjln9qIR1U #socialmedia,en,1.0,informative
695,575774889799458816,2015_vanuatu_cyclone,crisisnlp-cf,‰_•ü #News ‰Û¢ NT workers swap Cyclone Lam for Pam: A GROUP of NT workers are headed to Vanuatu to help with the r... http://t.co/VCMCDd8P1L,en,,informative
696,451188147079380992,2014_chile_earthquake,crisisnlp-cf,I'm watching Chile rattled by 8.2 offshore earthquake http://t.co/F6HekXjVri on http://t.co/FT1bdFkXo5,en,1.0,informative
707,575766608213188608,2015_vanuatu_cyclone,crisisnlp-cf,#breaking Death toll impossible to calculate after cyclone 'flattened' Vanuatu,en,,informative
709,451187806342086656,2014_chile_earthquake,crisisnlp-cf,"From NOAA,Tsunami warning and watch cancellation for #Chile #Peru #Ecuador and ETC -&gt; http://t.co/O030rLN7bL",en,1.0,informative
726,503644255660048385,2014_california_earthquake,crisisnlp-cf,The Napa Earthquake by the Numbers http://t.co/qwqvNBDcQ6,en,,informative
727,382821963229454336,2013_pakistan_earthquake,crisisnlp-cf,BBC News - Satellite measures #Pakistan 'quake island' http://t.co/6VtidRT8pd,en,1.0,informative
735,575791022686384131,2015_vanuatu_cyclone,crisisnlp-cf,Impact of Cyclone Pam felt across South Pacific http://t.co/VLNmGUCb0g via @TravelWeekly #cruise #travel #ttot,en,,informative
736,498509510508834816,2014_india_floods,crisisnlp-cf,"Floods in India‰Ûªs Odisha kill 45, leave scores marooned http://t.co/l0SCqrhRGK #Pakistan #Karachi",en,0.5853118896484375,informative
741,503645245863903232,2014_california_earthquake,crisisnlp-cf,"Catholic Charities helps with relief after Calif. quake: Napa, Calif., Aug 26, 2014 / 05:07 am (EWTN News/CNA)... http://t.co/GAkxSQYVtK",en,,informative
748,382833633951617025,2013_pakistan_earthquake,crisisnlp-cf,Mostly #Earthquake affected area in #Balochistan is under influence of #BLA causing difficulty in rescue process.,en,1.0,informative
757,575753291767943169,2015_vanuatu_cyclone,crisisnlp-cf,RT @TheOfficeReacts: Jim and Pam's reactions‡_¢D‡_¢D‡_¢D‡_¢D http://t.co/PtNE9LKVWV,en,,not_informative
758,591903048307384320,2015_nepal_earthquake,crisisnlp-cf,VIDEO: Drones help aid relief in Nepal - http://t.co/QETjtqNOOP,en,,informative
759,503642995879849985,2014_california_earthquake,crisisnlp-cf,RT @heyyouapp: USA Â» NEWS Â» http://t.co/TPSViMWZMs HOT NEWS 425 Earthquake Northern California Struck by 6.0 Magnitude Earthquake #Earthquaâ€¦,en,,informative
760,451187914794622976,2014_chile_earthquake,crisisnlp-cf,RT @duolay: #PrayForSouthKorea #PrayForSinabung #PrayForMH370 #PrayForFlores #PrayForUkraine #PrayForNigeria #PrayForChile #PrayForTheWorld,en,0.3697929382324219,informative
762,503643605521944576,2014_california_earthquake,crisisnlp-cf,RT @stocktonbuzz: California quake: The one before the 'Big One?': Relax. This quake wasn't a sign that the dreaded Big One is... http://â€¦,en,,not_informative
764,591902880807919616,2015_nepal_earthquake,crisisnlp-cf,RT @LaurieHosken: A list of organizations helping Nepal &amp; other affected areas http://t.co/PIcBlsf5Em via @mashable,en,,informative
767,451190538184564736,2014_chile_earthquake,crisisnlp-cf,"RT @ali6hazali: uh oh, it's earthquake in Chile #PrayForChile",en,1.0,informative
768,591903082629365760,2015_nepal_earthquake,crisisnlp-cf,Hampshire star's sister among stranded climbers after Nepal Quake: A HAMPSHIRE TV star has told how her sister‰Û_ http://t.co/GQEykkEhYL,en,,informative
772,591902749761015809,2015_nepal_earthquake,crisisnlp-cf,RT @washingtonpost: Aid groups knew an earthquake in Nepal would be a disaster. They also knew they could never raise enough to help. http:‰Û_,en,,informative
776,498502260318826497,2014_india_floods,crisisnlp-cf,@PMOIndia Heavy floods in 5 states.Distt adm &amp;NDRF not sufficient.Ask BJP MP/MLA/Cadres&amp;civil society to give help in kind to flood victims.,en,1.0,informative
779,591903135787978753,2015_nepal_earthquake,crisisnlp-cf,"RT @LiaqatAli2015: 32/48 everybody will become Jesus Christ. In this scenario of the Awaited One Gohar Shahi blessing humanity, I wanted to‰Û_",en,,not_informative
784,503645436838952960,2014_california_earthquake,crisisnlp-cf,"#California #wine country rocked by 6.0 #quake, dozens hurt http://t.co/7lMRfcLkcH #invest #collector #gbluxe #portfolio #wealth",en,,informative
785,575799260362375169,2015_vanuatu_cyclone,crisisnlp-cf,RT @IvanCNN Cargo plane flies in over a village flooded by last Friday's Cyclone Pam on the outskirts of Port... http://t.co/gENikoIqBG,en,,informative
786,575755600526753792,2015_vanuatu_cyclone,crisisnlp-cf,Cyclone Pam death toll rises to 24 as Vanuatu begins to assess damage http://t.co/TlWoOJbpJ7 ^Gu,en,,informative
794,451189903397617664,2014_chile_earthquake,crisisnlp-cf,CHILE &amp; PERU!!!!! TSUNAMI WARNING!!!! GET AWAY FROM THE COAST AREAS &amp; EVACUATE TO HIGHER AREAS!!!! NOW!!!,en,1.0,informative
795,591903324078673920,2015_nepal_earthquake,crisisnlp-cf,"RT @DeshGujarat: The Art of Living centre in Kathmandu converted into a shelter camp.Over 200 people who have lost their homes,stayed: http‰Û_",en,,informative
796,591903380878061568,2015_nepal_earthquake,crisisnlp-cf,RT @cnni: This could be the defining image of #NepalQuake; here‰Ûªs the story of the baby's miracle rescue http://t.co/6i7XLubi5r http://t.co‰Û_,en,,informative
807,591903041944756224,2015_nepal_earthquake,crisisnlp-cf,Nepal quake: Kathmandu in dire need of aid http://t.co/3FocFLHEdT #changepenang #changepenang,en,,informative
808,591903293732884481,2015_nepal_earthquake,crisisnlp-cf,RT @eoiktmnp: Buses leaving for Gorakhpur carrying stranded Indians from Tilganga bridge near Kathmandu Intl Airport @MEAIndia http://t.co/‰Û_,en,,informative
815,451189396176658432,2014_chile_earthquake,crisisnlp-cf,"@LastQuake: Strong #earthquake shakes Offshore Tarapaca, #Chile 22 min ago from @USGSted. More info at: http://t.co/flBVFniyYX",en,1.0,informative
816,591902800738537473,2015_nepal_earthquake,crisisnlp-cf,OMG !!  VIDEO: 4-month-old baby rescued alive from debris in Nepal  CLICK here --&gt;&gt; http://t.co/oskHXHI5MM http://t.co/hITCz3Q0Nb ...#88,en,,informative
818,591903111419207680,2015_nepal_earthquake,crisisnlp-cf,Traumatized. Still out of our homes. Scared and uncertain. #nepalstrong #NepalQuakeRelief http://t.co/AY3j9s5476,en,,informative
822,382832643383255040,2013_pakistan_earthquake,crisisnlp-cf,RT @nighatdad: Pakistan earthquake: Hundreds dead in Balochistan http://t.co/8jittuif23 #Awaran #Balochistan #EarthQuake #Pakistan,en,0.7628987431526184,informative
823,575795389728604160,2015_vanuatu_cyclone,crisisnlp-cf,STAYING CAT 2: Cyclone Nathan is no longer expected to intensify into a severe cyclone. http://t.co/WfXQyhpONd,en,,not_informative
828,575758159261794304,2015_vanuatu_cyclone,crisisnlp-cf,"RT @AFP: #BREAKING Vanuatu cyclone has damaged up to 90% of capital's houses, Oxfam says",en,,informative
829,575749744900841472,2015_vanuatu_cyclone,crisisnlp-cf,Liar MT@billmckibben: AP: Vanuatu cyclone tragedy driving home the risks of climate change for the world's poor http://t.co/UbTWIgAKmY,en,,informative
837,451188298644746241,2014_chile_earthquake,crisisnlp-cf,Deadly Magnitude-8.2 Earthquake Strikes Off Coast of Chile http://t.co/cS5iuZme5r #sanfrancisco,en,1.0,informative
839,382817085069737984,2013_pakistan_earthquake,crisisnlp-cf,RT @zameer0201: Locals telling Mushkey is strongest area of separatists &amp; they want aid to b given to dem &amp; threatening people Not to takeâ€¦,en,1.0,not_informative
842,382834094108733442,2013_pakistan_earthquake,crisisnlp-cf,#BalochistanEarthQuake relief work + #PoliticalParties + #CivilSociety #NGOs + #Writers r silent and #PMLN issuing press release. #Pakistan,en,1.0,informative
848,451190343493750784,2014_chile_earthquake,crisisnlp-cf,Thoughts with everyone in Chile affected by the earthquake x #PrayForChile,en,1.0,informative
852,575736544465580033,2015_vanuatu_cyclone,crisisnlp-cf,'Complete devastation' after cyclone hits island nation of Vanuatu http://t.co/MwqMyNkhuA,en,,informative
853,451187630542032897,2014_chile_earthquake,crisisnlp-cf,RT @NWS_PTWC: #TSUNAMI ADVISORY (offshore hazard) for the State of Hawaii.  Waves expected to arrive approx. 3:24 am HST. #PTWC http://t.coäó_,en,1.0,informative
854,591902741133402112,2015_nepal_earthquake,crisisnlp-cf,I can't even imagine the devastation that comes from being a victim of a natural disaster. #PrayForNepal &gt; thugs causing violence,en,,informative
855,591903112090263552,2015_nepal_earthquake,crisisnlp-cf,RT @wearePhat: Prayers for the people of Nepal and India affected by the earthquake. #God #prayer http://t.co/n9YYE72Eib,en,,informative
856,591903247335444480,2015_nepal_earthquake,crisisnlp-cf,RT @JamaicanHoney: STFU RT @OMFG_DEE: Between Baltimore and Nepal y‰Ûªall more fascinated by what‰Ûªs happening in Baltimore‰Û_Like Nepal didn‰Ûªt ‰Û_,en,,not_informative
857,575789283610529792,2015_vanuatu_cyclone,crisisnlp-cf,#Latest #News Cyclone Pam leaves trail of destruction on South Pacific island nation (Christian Science Monito... http://t.co/kPcDMBRg3t,en,,informative
859,451188318110117888,2014_chile_earthquake,crisisnlp-cf,IRIS Earthquake Browser - OFF COAST OF NORTHERN CHILE http://t.co/3eBBym0Jdo,en,1.0,informative
860,591903371730165760,2015_nepal_earthquake,crisisnlp-cf,@Suriya_offl RT Mother &amp; sons r missing in nepal.  Ph no:9815914687 Mother's no :009779803658023 Do Spread it ‡_ÊA‡__F http://t.co/YIS34fYp2g,en,,informative
867,575752113948639232,2015_vanuatu_cyclone,crisisnlp-cf,RT @WFP: #Australia helps transport WFP High Energy Biscuits from the Philippines to #Vanuatu for #TCPam survivors. http://t.co/PqetLSLwn4,en,,informative
871,591902887891972096,2015_nepal_earthquake,crisisnlp-cf,"for the 1st time, after a major disaster, sending bibles r condemned. #SoulVultures agenda sliced open. @HKupdate #NepalQuakeRelief",en,,informative
